#churn_class_label,num_questions,num_answers,num_answers_recvd,a_score,q_score,a_score_stddev,q_score_stddev,relative_rank_pos,answering_speed,mean_rep_co_answerers,mean_rep_answerers,mean_rep_questioner,time_for_first_ans,a_q_ratio,a_post_length,q_post_length,a_comments,q_comments,num_q_answered,mean_max_rep_answerer,mean_accepted_answerer_rep,qrep1,qrep2,qrep3,qrep4,gap1,gap2,gap3,gap4,gap5
-1,5,0,2.6,,3,,3,,,,19593,,5450,0.166667,0,565,,1,5,40012,53557,,,,,0,368,1122,1352,26337
-1,3,2,1.33333,0,0,0,0,1,3481,,1312,75,1362,0.75,253,492,0,1,3,1324,1324,,75,,,0,12976,1132,2913,3
-1,4,1,1.25,4,1,0,0,3,14,,4519,416,6,0.4,137,357,1,1,3,5930,5930,,416,,,16,1244,13070,1051,412
-1,3,2,4.66667,1,1,0,0,1,106,,20570,16,130,0.75,430,804,1,2,3,157025,157025,16,,,,7,7,47593,77874,336
-1,0,5,,0,,1,,1,37,,,931,,6,518,0,2,,0,,,32,,891.5,2808,197798,18344,66,68,20
-1,0,5,,3,,1,,3,910,,,3288,,6,112,0,1,,0,,,11,,678,5250,0,47766,80429,3049,33357
-1,1,4,4,3,0,3,0,3,46484,,3651,3216,7,2.5,1817,928,1,1,1,12123,12123,,,1058.5,7531,20526,97578,103289,11714,90629
-1,0,5,,1,,1,,1,45,,,220,,6,681,0,2,,0,,,26.6667,356,665,,0,18,1309,12,1394
-1,0,5,,0,,1,,1,117,,,286,,6,321,0,1,,0,,,6,243,651,,8647,18,3076,26,11
-1,3,2,2,0,1,0,1,1,7336,,72189,23,3409,0.75,673,1413,0,0,3,93953,64928,23,,,,9,181560,4487,33253,10185
-1,5,0,2.6,,1,,1,,,,12577,,15,0.166667,0,733,,2,4,20571,13100,,,,,10,938,13596,10577,23438
-1,0,5,,0,,0,,1,301929,,,1785,,6,426,0,0,,0,,,12,103.333,,8602,19891,6,3155,3942,2708
-1,0,5,,1,,1,,1,11,,,171,,6,259,0,1,,0,,,14.3333,162,648,,962,14139,23,218,346
-1,2,3,7,10,18,4,6,4,21,,5796,10003,6,1.33333,721,732,0,1,2,17469,5857,,,,10003.3,24,33,10018,50,5785
-1,0,5,,1,,1,,1,19636,,,1259,,6,577,0,0,,0,,,16,197,977,2553.5,3239,1341,95,8298,6066
-1,4,1,2.75,0,3,0,3,1,39,,6147,,9849,0.4,177,491,5,1,4,15432,1123,,,,,7,4251,32,5683,1449
-1,0,5,,1,,1,,1,113482,,,304,,6,403,0,1,,0,,,15,386.5,716,,518554,50409,21597,6999,118202
-1,2,3,0.5,0,0,0,2,1,7,,6684,551,1250,1.33333,1162,8927,1,4,1,6684,6684,,260,1132,,11,233,5,6,1989
-1,4,1,5,1,4,0,2,1,1709,,28756,442,94,0.4,564,383,0,3,4,122278,86112,,442,,,0,1709,5,7023,219
-1,5,0,2.4,,2,,1,,,,8514,,30,0.166667,0,2629,,0,5,13379,13014,,,,,20,15025,34,212473,2105
-1,4,1,2.25,0,1,0,1,1,42,,30655,85,72,0.4,533,1911,0,3,4,78901,4113,,85,,,11,255229,119619,10157,139010
-1,0,5,,1,,0,,2,198,,,2605,,6,511,0,0,,0,,,,322,963.5,5388.5,20,7286,32969,6,278
-1,0,5,,1,,1,,1,11,,,312,,6,664,0,1,,0,,,41.5,139,668.5,,63292,43,28,13,81
-1,0,5,,0,,1,,1,115,,,115,,6,843,0,0,,0,,,55,130.25,,,18,47,120,1156,19
-1,4,1,2.25,0,1,0,1,1,10900,,7447,39,44,0.4,154,984,0,0,4,20641,2212,39,,,,16614,184455,7781,10900,71405
-1,5,0,1.6,,1,,2,,,,15619,,24,0.166667,0,496,,0,5,19348,15141,,,,,0,3947,311,2420,2106
-1,0,5,,1,,1,,1,100054,,,925,,6,588,0,0,,0,,,,237,1135,2778,446916,18412,31456,20,17249
-1,0,5,,0,,1,,1,573,,,417,,6,379,0,0,,0,,,6,,690.667,,25,1367,12,328635,36
-1,3,2,2.66667,0,0,0,0,1,495,,12897,87,38,0.75,947,1080,1,0,3,28322,27653,,87,,,0,963,3207,27,5453
-1,0,5,,3,,3,,1,26846,,,2154,,6,995,0,1,,0,,,1,207,950,4805,21,63074,21,621,1440
-1,4,1,2,4,2,0,1,1,774,,4439,475,3171,0.4,171,647,0,1,4,6016,5540,,,475,,0,57569,1804,6902,774
-1,1,4,1,0,2,0,0,1,2420,,304,79,8244,2.5,2653,221,0,2,1,304,304,3.66667,304,,,4,8244,183,1388,13
-1,5,0,2.4,,3,,3,,,,11296,,3163,0.166667,0,1282,,0,5,37422,,,,,,277996,129602,20861,35390,557185
-1,3,2,2,0,0,0,0,1,654,,1232,3,199,0.75,988,2119,1,0,3,1687,1345,3,,,,9840,1371,12,7238,1296
-1,5,0,1,,0,,0,,,,28080,,65,0.166667,0,714,,0,5,28080,30079,,,,,9064,1336,840,1887,1099
-1,4,1,0.25,0,0,0,0,1,253650,,388,202,9,0.4,80,482,0,2,1,388,388,,202,,,6,48,3925,4446,18531
-1,0,5,,0,,2,,1,162913,,,1197,,6,461,0,2,,0,,,,246.333,,2622.5,0,7981,3,45,49
-1,0,5,,1,,1,,1,289376,,,1279,,6,274,0,0,,0,,,41,238,,2417.5,2,705718,42715,401541,167187
-1,5,0,2.4,,2,,2,,,,4660,,640,0.166667,0,671,,0,5,8441,10413,,,,,238,32948,52031,20187,90711
-1,4,1,2,1,1,0,0,2,509,,25118,66,10,0.4,796,580,1,1,4,39039,19107,66,,,,0,73672,29298,28372,509
-1,0,5,,1,,1,,1,56,,,507,,6,356,0,1,,0,,,8,362,721,,96,1262,8,111,9353
-1,1,4,4,3,5,2,0,2,3273,,28567,10128,5,2.5,373,371,1,0,1,87960,87960,50.5,,,30283,12,13,87918,251920,53723
-1,2,3,18,13,176,14,172,3,16370,,7959,9931,4,1.33333,920,248,0,1,2,28925,36941,,396,,14698.5,2,378,916,5908,1899
-1,4,1,1.75,0,1,0,1,1,192921,,5553,724,3005,0.4,781,380,0,1,3,13125,4246,,,724,,19075,1209,6999,8678,4599
-1,5,0,1.8,,0,,2,,,,38305,,19,0.166667,0,607,,1,5,43864,53107,,,,,315745,1303,265,885,130
-1,4,1,1.5,2,1,0,1,2,22,,3674,275,169,0.4,222,903,0,1,4,4979,,,275,,,37559,102613,51992,1035,6158
-1,4,1,2.25,0,1,0,1,1,5385,,56248,32,288,0.4,583,822,0,0,4,166050,63608,32,,,,325713,1398,3986,54860,18631
-1,5,0,1.4,,2,,1,,,,6721,,1288,0.166667,0,1485,,2,5,9257,9257,,,,,128,159144,70997,57219,130941
-1,4,1,3,0,3,0,2,1,24,,16377,101,158,0.4,197,405,1,2,4,48321,48321,,101,,,137532,1398,4303,602,81
-1,2,3,0.5,-1,2,1,2,1,6,,438,916,310790,1.33333,503,998,1,1,1,438,,13,126,,2608,14170,1766,44,2,861
-1,5,0,2,,2,,1,,,,48200,,12,0.166667,0,1073,,1,4,84270,16465,,,,,0,919,137943,112311,1939
-1,5,0,1.4,,0,,0,,,,12394,,45695,0.166667,0,610,,0,5,34515,,,,,,7,7118,92162,15859,39992
-1,5,0,1.4,,0,,1,,,,7617,,13,0.166667,0,1029,,2,4,8589,3574,,,,,141748,3879,2897,1272,6024
-1,2,3,2.5,0,5,1,4,1,9,,7455,1143,6,1.33333,311,611,3,3,2,15299,5927,,382,,1903,217767,1731,339,5809,7424
-1,4,1,1.5,1,1,0,2,1,108107,,22749,67,27100,0.4,42,851,0,1,4,26844,25295,67,,,,1,107837,269,1278,51984
-1,4,1,2,1,1,0,1,1,11673,,2668,6120,11,0.4,312,1458,0,1,4,3544,3544,,,,6120,55,26,2052,2165,42262
-1,0,5,,2,,1,,1,121860,,,24476,,6,576,0,1,,0,,,11,79,1111,96702,3,3560,33,20,20
-1,2,3,3.5,1,2,1,2,1,508987,,10240,162,91,1.33333,385,290,0,4,2,32977,14735,16,,455,,32721,9011,9944,100958,27156
-1,1,4,1,0,2,0,0,1,143210,,183,135,7,2.5,562,347,0,5,1,183,,38.5,230.5,,,357319,2803,14,9,2826
-1,4,1,2.25,0,2,0,0,1,173,,75752,1326,12,0.4,423,1993,0,1,4,161473,128021,,,1326,,0,1629,5484,36,208
-1,0,5,,1,,1,,1,19114,,,2487,,6,299,0,1,,0,,,50,191,675,5758.5,64846,42,6,48,19
-1,1,4,1,1,0,1,0,1,2073,,644,455,2385,2.5,324,131,0,0,1,644,644,21.5,304,1471,,93450,13685,41,1279,1278
-1,2,3,1,2,1,2,0,2,19904,,17546,680,175148,1.33333,568,786,0,0,2,17546,,,80,980.5,,51,30473,114873,7373,27155
-1,4,1,1.75,0,1,0,1,1,19008,,14159,3892,451,0.4,1052,714,0,0,3,44936,589,,,,3892,8,29,521957,168743,1091
-1,2,3,1,2,2,2,1,1,88350,,37284,17,17,1.33333,484,4541,1,2,1,71492,71492,16.6667,,,,319967,25220,27810,2756,49124
-1,0,5,,2,,0,,1,57,,,624,,6,1186,0,2,,0,,,21.5,311,,2457,2626,141,1974,3701,4198
-1,3,2,4,1,4,1,3,1,58,,69953,2894,19,0.75,267,625,1,2,3,222224,39210,,310,,5477,2771,188,500982,54,184458
-1,5,0,0.4,,1,,0,,,,9548,,98,0.166667,0,1772,,1,1,16516,16516,,,,,14,1493,16733,4124,701
-1,1,4,2,2,5,1,0,2,349,,423,578,91,2.5,522,287,1,0,1,545,301,13,149,1571,,20,229,1323,114,216
-1,1,4,0,2,0,1,0,1,114799,,,38,,2.5,570,637,1,4,0,,,37.5,,,,26249,49,996,271,1082
-1,0,5,,1,,1,,1,58,,,288,,6,826,0,1,,0,,,33.3333,,669.5,,7221,4220,7163,1317,1365
-1,5,0,2.6,,1,,0,,,,40000,,15,0.166667,0,596,,1,5,73774,20870,,,,,0,15632,220505,21597,465
-1,0,5,,2,,3,,1,3087,,,807,,6,396,0,0,,0,,,,190,1012.33,,8,5,11,15,12
-1,0,5,,1,,1,,1,22641,,,1386,,6,508,0,1,,0,,,50,326,526,5979,13113,3433,1461,12490,8397
-1,3,2,3,0,2,0,2,1,50765,,10959,1487,17,0.75,194,617,0,2,3,19946,25739,,,466,2508,7009,163959,202031,146480,244750
-1,4,1,1,0,1,0,1,1,1115,,28527,47,560,0.4,496,710,0,3,2,69728,9903,47,,,,103633,9765,6196,1115,6
-1,1,4,6,1,11,1,0,1,107924,,9560,16881,5,2.5,528,226,1,0,1,37428,,,,,16881,8,8,33,66,20
-1,5,0,1.8,,0,,1,,,,11239,,9,0.166667,0,829,,1,4,26621,,,,,,15,34928,4074,3520,8264
-1,3,2,1.33333,1,0,0,0,2,2194,,1630,76,347,0.75,482,647,1,1,2,3184,76,,76,,,545884,22,506,2870,3882
-1,0,5,,1,,1,,1,314389,,,348,,6,247,0,0,,0,,,11,181,1186,,45,131,1390,1367,102463
-1,3,2,2.66667,1,1,0,1,1,36087,,10925,321,243,0.75,1003,598,1,0,3,22833,12481,67,,575,,160244,7125,550,382,15757
-1,2,3,0.5,1,1,0,0,2,788517,,357,14622,307907,1.33333,1073,2263,0,1,1,357,357,6,181,,43679,32,6943,91760,14697,23
-1,1,4,3,1,0,0,0,1,7,,2909,1834,386,2.5,244,461,1,0,1,4064,789,1,,586,6163,11,11,8,3,24
-1,0,5,,1,,1,,1,3010,,,320,,6,784,0,0,,0,,,45,259.5,991,,5,4,6,6,6
-1,0,5,,1,,1,,1,316,,,742,,6,306,0,1,,0,,,46,,916.25,,8,1738,52970,1661,3933
-1,0,5,,3,,4,,1,25,,,10567,,6,236,0,1,,0,,,15,,,14083.7,2625,312,9,1344,345
-1,3,2,1.33333,0,-1,0,1,1,289126,,13498,646,42,0.75,210,1379,0,4,3,14681,10381,,,646,,14,2327,70,7346,5613
-1,1,4,3,1,0,0,0,1,12,,1316,327,7098,2.5,335,5379,0,5,1,2101,,,265.333,511,,215315,46977,10198,14256,113379
-1,2,3,2,0,1,0,0,2,49,,4348,489,6,1.33333,292,1946,1,3,2,10605,1117,,236.5,994,,0,13,244683,5440,112354
-1,4,1,1.5,1,1,0,2,1,13975,,6916,43,12665,0.4,166,1420,0,0,4,9972,9870,43,,,,13,2935,6078,13918,56
-1,0,5,,2,,1,,1,342,,,7922,,6,380,0,1,,0,,,,281.5,,15563,0,82091,4194,42118,184602
-1,0,5,,1,,1,,2,11,,,1529,,6,358,0,0,,0,,,36,191,1619,2899.5,0,6461,36431,145187,83434
-1,1,4,8,1,1,1,0,1,62,,20508,2332,9,2.5,520,930,2,0,1,67412,589,,125,,3435.5,13,51,163,339,78
-1,0,5,,1,,1,,1,7541,,,836,,6,364,0,0,,0,,,33,211.5,1071,2654,84961,17,34758,112240,3763
-1,0,5,,1,,2,,2,34,,,2755,,6,443,0,1,,0,,,,397,760,5928.5,20,16,12,13,3
-1,5,0,1.6,,0,,0,,,,23123,,274,0.166667,0,1969,,4,4,45506,7559,,,,,7,1149,2261,2229,3451
-1,0,5,,3,,2,,2,171092,,,1272,,6,458,0,1,,0,,,,,747.667,2843,76560,204216,51830,643403,6
-1,0,5,,1,,1,,1,30505,,,99,,6,662,0,2,,0,,,18.25,420,,,87,136,1571,29,4219
-1,0,5,,2,,2,,1,27474,,,1821,,6,609,0,1,,0,,,25,,653.5,3887,5178,2810,24,204755,1149
-1,3,2,4,3,6,2,3,2,483,,2960,1037,16,0.75,540,391,2,0,3,7460,2754,,,1036.5,,0,1664,113,2839,8648
-1,4,1,3.75,0,1,0,0,1,20,,8038,14,4,0.4,137,288,1,2,4,17745,15369,14,,,,4,7133,357,6914,36
-1,4,1,2,0,1,0,1,1,3,,71589,297,27,0.4,195,802,0,1,4,143757,12302,,297,,,4,693,23,26,43
-1,0,5,,1,,0,,1,125054,,,405,,6,780,0,1,,0,,,1,194.5,818.5,,8521,70497,2077,1461,3808
-1,4,1,1,0,0,0,0,1,4886,,147,23,72559,0.4,133,621,0,2,3,268,51,23,,,,561372,4886,129395,150,3896
-1,4,1,2,0,0,0,0,1,300700,,1829,3307,54,0.4,168,1211,1,1,4,2553,,,,,3307,14,5553,26987,51089,12379
-1,0,5,,1,,1,,1,9,,,289,,6,340,0,2,,0,,,2,399,522,,15,4,5564,7197,16
-1,2,3,1.5,0,1,0,0,1,363141,,7825,536,111,1.33333,344,1158,1,9,2,7901,7901,,215.5,1177,,16446,1807,2539,4379,2
-1,5,0,1.8,,0,,1,,,,17361,,10,0.166667,0,1507,,2,5,28309,35028,,,,,1,2515,681,3599,10234
-1,0,5,,2,,3,,2,2299,,,2755,,6,1071,0,2,,0,,,,,833,4036.33,270569,1142,9015,1005,7846
-1,3,2,1.33333,1,3,1,2,2,733,,3830,944,77,0.75,1303,1422,3,1,3,5676,5676,,,944,,21,57732,4517,1770,2456
-1,5,0,3,,5,,3,,,,20378,,24,0.166667,0,406,,3,5,60751,11683,,,,,0,237622,582246,1378,224
-1,0,5,,2,,2,,1,513,,,3413,,6,263,0,0,,0,,,51,,1250.5,7257.5,30611,1154,394,6820,1697
-1,2,3,1,1,0,2,0,2,71003,,1904,2745,8493,1.33333,1050,510,1,0,2,1904,1904,,,534,3851,1236,1521,8872,20206,1389
-1,4,1,3.75,0,4,0,2,1,4018,,13028,86,10,0.4,216,290,1,1,4,39914,3416,,86,,,0,202,60,78694,4018
-1,3,2,2.66667,3,1,0,1,2,136848,,10594,719,6,0.75,315,1744,1,2,3,15772,9531,,142,1296,,2,96471,48990,1391,1437
-1,0,5,,1,,1,,1,63412,,,946,,6,495,0,2,,0,,,,218.333,590,3485,325384,149,152,5,20
-1,4,1,3,0,1,0,0,1,1276,,22182,40,338,0.4,155,825,0,2,4,34351,43802,40,,,,0,1276,99425,39,256175
-1,0,5,,3,,3,,3,16444,,,95202,,6,392,0,1,,0,,,,,767.5,158158,27837,31715,5822,10,5343
-1,0,5,,1,,1,,2,421,,,966,,6,2355,0,5,,0,,,5,320,1189,1658,0,15,6,2463,4349
-1,2,3,1.5,1,1,2,0,1,26,,5766,67,134876,1.33333,212,5923,7,0,2,11326,,32,137,,,0,29455,155622,3,22
-1,1,4,1,2,3,2,0,2,8309,,4283,4587,68,2.5,197,1393,0,0,1,4283,4283,,,,4587,9,44,822,574,1544
-1,1,4,3,1,2,1,0,2,85,,51887,543,7,2.5,325,548,1,0,1,125384,,,111,974.5,,0,66,8,23041,14492
-1,3,2,1.66667,2,0,1,1,1,367565,,16103,588,966,0.75,518,943,2,3,3,31964,111,,,587.5,,335072,42,23718,6,25502
-1,0,5,,1,,1,,2,349,,,620,,6,830,0,2,,0,,,17.5,388,882,1797,492306,2126,111,2748,3625
-1,0,5,,0,,0,,1,181628,,,1340,,6,1811,0,1,,0,,,32.3333,,772,5830,270163,57,59,1293,9
-1,5,0,0.6,,1,,1,,,,113084,,248859,0.166667,0,1246,,1,3,113084,40441,,,,,0,82256,153695,36291,59062
-1,5,0,1.6,,0,,0,,,,27048,,8,0.166667,0,246,,0,4,51616,,,,,,0,30,1161,397,30
-1,5,0,1,,0,,0,,,,830,,178,0.166667,0,1465,,1,4,959,,,,,,37,69267,8663,11466,6312
-1,3,2,1,1,0,0,0,1,164623,,1278,765,2224,0.75,297,1223,0,0,3,1278,1278,65,,1464,,0,100911,60568,6000,1838
-1,5,0,1.2,,1,,0,,,,6254,,361,0.166667,0,2102,,1,5,6553,5213,,,,,0,64166,12416,246237,41657
-1,4,1,4.25,1,9,0,15,4,1348,,59348,230,155442,0.4,1469,729,0,0,4,100509,36986,,230,,,22,18668,1348,60238,34799
-1,2,3,1.5,0,1,0,1,1,911,,1498,193,1357,1.33333,776,884,0,2,2,2803,2803,27,276,,,16,20021,2700,1456,4967
-1,1,4,0,1,1,2,0,1,122407,,,7256,,2.5,323,179,2,1,0,,,,88,,28760,738664,241,3710,278431,110628
-1,5,0,2,,1,,1,,,,64065,,9004,0.166667,0,1391,,1,5,83979,82704,,,,,5,28700,11495,23112,14430
-1,5,0,4.4,,2,,2,,,,8838,,141034,0.166667,0,1097,,2,5,25576,25084,,,,,56,123513,79210,282664,47175
-1,4,1,2.25,4,1,0,1,1,9,,28875,273,5,0.4,90,654,0,1,4,46629,48467,,273,,,0,9,37636,39492,25123
-1,2,3,1.5,0,0,0,0,1,57405,,349,788,4469,1.33333,500,735,0,3,2,676,22,,153,449,1763,85951,25068,122250,12,87898
-1,5,0,1.2,,0,,1,,,,1211,,35566,0.166667,0,729,,1,4,1714,2255,,,,,142,1551,93,219,2385
-1,0,5,,1,,1,,1,74,,,638,,6,642,0,1,,0,,,41,218,977.333,,857,187,13962,9120,42
-1,4,1,1,1,0,0,0,3,465,,2424,7,117,0.4,122,374,0,4,3,2756,2223,7,,,,64599,283,4510,33,399
-1,4,1,1.25,0,0,0,0,2,250691,,5226,724,89,0.4,374,1524,0,1,3,6762,2949,,,724,,15966,17011,8028,5898,1147
-1,1,4,1,0,0,0,0,1,1773,,71,953,85310,2.5,1241,140,4,3,1,71,,41,325,1163,2282,5,304767,62,11,35
-1,2,3,2,2,1,1,1,1,2020,,1843,126,1047,1.33333,202,1391,1,2,2,3644,,,125.667,,,9,1905,778500,4145,561865
-1,0,5,,2,,1,,2,18,,,2322,,6,249,0,0,,0,,,,210.5,,4432.5,290892,1563,35,1465,8401
-1,5,0,1.6,,0,,1,,,,6681,,13532,0.166667,0,1131,,2,5,10078,4830,,,,,0,1438,4469,46,2788
-1,3,2,3.66667,0,2,0,1,1,13,,57549,37,5,0.75,387,750,2,1,3,127223,13189,36.5,,,,326964,98961,19300,243145,484
-1,0,5,,1,,1,,1,74779,,,291,,6,856,0,1,,0,,,1,286,582.5,,1,21447,17484,1220,17
-1,5,0,2.2,,1,,1,,,,4119,,152,0.166667,0,2014,,0,5,6783,6433,,,,,73,85565,91137,3116,7499
-1,0,5,,1,,1,,1,9,,,135,,6,793,0,2,,0,,,21.5,210,,,21,9,840,6,10
-1,4,1,1.75,0,3,0,3,1,2745,,13035,96,13,0.4,385,986,0,1,4,13385,12591,,96,,,5978,2745,36990,118803,1507
-1,3,2,2.66667,1,0,2,0,2,48632,,3407,1416,157,0.75,155,1048,0,1,3,7412,2570,,,640,2191,5,157,4,2798,274
-1,5,0,2.6,,0,,0,,,,33730,,8,0.166667,0,1576,,4,5,68458,29183,,,,,4624,169,2815,7040,35
-1,5,0,1.2,,1,,1,,,,1391,,57885,0.166667,0,681,,1,5,1539,1243,,,,,14656,1609,69,12749,217212
-1,0,5,,1,,1,,1,13,,,4379,,6,225,0,0,,0,,,,112,962,18895,40615,9,4,1236,19
-1,5,0,2.6,,1,,1,,,,17965,,5,0.166667,0,1340,,5,5,36480,39300,,,,,0,20950,24775,76000,7516
-1,1,4,6,2,6,2,0,1,341426,,23943,1902,6,2.5,525,1308,0,1,1,85641,,34,204,,5468,0,10022,4005,23088,17947
-1,1,4,4,2,2,2,0,1,548,,27333,4590,3,2.5,478,751,0,1,1,36657,28916,,325,485,12961,0,33,4,169,549
-1,5,0,1.8,,0,,0,,,,51154,,86136,0.166667,0,584,,0,5,52701,73701,,,,,62,10086,17243,4243,50226
-1,0,5,,0,,1,,2,241,,,67,,6,665,0,2,,0,,,35,196,,,0,1437,9,14,4019
-1,2,3,2.5,8,1,4,0,3,224975,,10891,2567,92,1.33333,348,367,2,0,2,27974,3884,,,1116,5468,11606,12794,32,70821,15513
-1,1,4,1,2,1,1,0,2,44841,,325797,5132,15,2.5,160,1781,0,0,1,325797,325797,,374,,6717.33,27420,124,40303,1076,187
-1,3,2,10,6,21,6,27,2,32382,,27823,2770,31,0.75,291,2545,0,2,3,110737,,,,886,4653,5,1582,2851,6215,6645
-1,3,2,1,1,0,0,0,1,160,,2094,45,153,0.75,331,4787,0,2,2,4142,4142,45,,,,0,68,14073,251,47164
-1,0,5,,0,,0,,1,299382,,,4582,,6,738,0,0,,0,,,,153.667,,11224,0,4673,3379,252043,483
-1,3,2,2,0,-1,0,1,1,96256,,3782,2,32628,0.75,437,888,0,1,3,7626,,2,,,,2,2642,305,94779,4
-1,1,4,5,1,2,1,0,1,62781,,31188,449,1,2.5,567,151,1,3,1,82592,18795,13.3333,,,1754,241295,341751,48,13,178
-1,5,0,2,,1,,1,,,,21103,,32,0.166667,0,628,,1,5,35858,10543,,,,,0,2838,44,265,2956
-1,5,0,1.2,,0,,0,,,,3821,,60,0.166667,0,1172,,2,5,3823,3819,,,,,19,23,9461,122,222
-1,0,5,,2,,1,,2,180625,,,8550,,6,595,0,0,,0,,,,,,8550.25,1226,6629,12,2323,33
-1,5,0,1.6,,2,,2,,,,10028,,69155,0.166667,0,508,,0,5,10453,12004,,,,,34,23,5593,10585,993
-1,0,5,,1,,1,,1,11,,,495,,6,327,0,1,,0,,,18.5,241.5,,1955,7,4,4,4,17
-1,5,0,1.2,,0,,0,,,,3643,,41,0.166667,0,3320,,3,3,6121,,,,,,0,1095,2996,245,4088
-1,5,0,1.2,,0,,0,,,,17962,,9,0.166667,0,2236,,0,4,18666,17259,,,,,20403,2881,8358,3146,48684
-1,1,4,4,1,2,2,0,1,7114,,2778,410,8,2.5,805,1328,1,3,1,5206,4441,34,258,1091,,40,692,34,4288,5763
-1,2,3,1,0,0,0,0,1,2129,,31,203,3140,1.33333,1983,1657,0,1,2,31,31,31,,548,,166990,1990,34593,56863,4289
-1,0,5,,5,,7,,3,225495,,,477,,6,370,0,3,,0,,,19.5,157,483,1705,307444,61866,41769,6389,8723
-1,5,0,2.6,,1,,1,,,,15445,,460,0.166667,0,1234,,3,5,62152,150081,,,,,0,360806,875642,49271,21
-1,4,1,2.75,0,0,0,0,1,106,,1747,15,8,0.4,1179,2605,0,2,3,3772,2753,15,,,,36,1804,7177,106,5083
-1,1,4,1,1,2,1,0,1,817148,,561,4311,696,2.5,843,2238,0,0,1,561,561,,,561,5561.33,683034,696,27634,3991,127792
-1,5,0,1.8,,0,,1,,,,3197,,18,0.166667,0,376,,1,5,5101,2990,,,,,22,1764,1525,18289,8731
-1,4,1,2,2,1,0,1,3,77,,4349,11,13,0.4,467,1716,0,1,4,7739,7539,11,,,,81669,6342,7140,15,7108
-1,2,3,3.5,0,2,0,2,2,72602,,2383,171,7,1.33333,1667,4179,0,1,2,7392,39,39,434,,,2628,5525,1518,137,32
-1,4,1,1.25,1,1,0,0,2,3167,,3651,136,93,0.4,305,1786,0,1,4,4478,2823,,136,,,4720,9826,3167,31658,70448
-1,1,4,2,1,2,1,0,2,170275,,83446,273,4,2.5,427,4803,0,3,1,166464,,12.5,427,639,,0,4,421978,25,19
-1,3,2,2,1,3,0,2,2,22829,,9373,146,5,0.75,183,710,0,0,3,15206,3861,,146,,,17,3965,200229,65163,13197
-1,0,5,,1,,0,,1,11134,,,1317,,6,406,0,1,,0,,,10,,914,3835,561717,12,413485,126794,35974
-1,1,4,5,3,2,1,0,3,3407,,5086,14522,74,2.5,546,1867,0,0,1,16882,1031,,324,1159,28301.5,1643,7006,267,110,15
-1,0,5,,3,,3,,2,24143,,,576,,6,973,0,0,,0,,,,130,798.5,,234450,89233,21715,4454,3865
-1,5,0,2.8,,1,,1,,,,17126,,49,0.166667,0,793,,2,5,40582,23168,,,,,12,374,1003,56,249
-1,1,4,3,1,0,1,0,1,218305,,9,32,51628,2.5,674,689,1,0,1,26,26,19,70,,,5,730561,42,46,45
-1,3,2,3.66667,1,1,1,1,2,233435,,5639,429,108,0.75,510,2807,0,1,3,31176,31176,,429,,,13103,13,1164,5426,4849
-1,4,1,1.75,0,1,0,1,1,1420,,20630,37,366,0.4,315,1008,1,0,4,21812,39833,37,,,,0,18684,2988,23046,1420
-1,4,1,1.25,0,1,0,1,1,8,,11846,240,15,0.4,112,709,0,0,3,15991,11134,,240,,,4,20033,18996,17,4092
-1,5,0,2.4,,1,,1,,,,5708,,16,0.166667,0,255,,3,5,9827,7989,,,,,0,1069,13239,6973,1638
-1,0,5,,0,,1,,1,242,,,332,,6,274,0,2,,0,,,21,257,561.5,,0,35,29,92,966
-1,1,4,6,1,0,1,0,1,62259,,16110,27026,7,2.5,1245,1520,1,1,1,40425,,67,82,,53977.5,31,203571,44656,377,226194
-1,4,1,3.25,0,2,0,2,1,2631,,15105,50,8,0.4,408,454,0,1,4,30774,6865,50,,,,32,133978,21,2609,31747
-1,3,2,1,1,1,0,0,1,16550,,7309,309,1007,0.75,1843,1766,0,0,3,7309,7309,42,,576,,35,2885,7390,14204,36025
-1,0,5,,9,,14,,4,3482,,,2729,,6,1190,0,1,,0,,,3,153.5,739,12597,36,625,79,1131,40
-1,4,1,3.25,1,3,0,1,4,1682,,5896,91,357,0.4,2026,371,1,2,4,11803,4718,,91,,,4,1282,1674,8,211342
-1,0,5,,2,,2,,2,13257,,,3935,,6,157,0,1,,0,,,,213,1070,6130.33,950,1216,10263,40,10157
-1,0,5,,1,,1,,2,272283,,,3328,,6,917,0,0,,0,,,16.6667,167,,16423,37881,473786,355293,4569,98625
-1,1,4,3,4,3,3,0,2,70241,,802,1689,95028,2.5,431,587,0,2,1,1188,1099,,,789.5,3488,23,202,422,868,12
-1,2,3,1.5,1,-2,1,2,2,105783,,4741,970,12637,1.33333,156,462,0,2,2,8761,721,,92,,2726,31,509,2385,7712,14
-1,1,4,3,1,5,1,0,1,4,,13751,818,3,2.5,1019,1233,3,3,1,34515,34515,25.5,160,,3061,21,682,283,168,1473
-1,5,0,1.4,,0,,0,,,,8271,,373,0.166667,0,1509,,1,5,8904,8508,,,,,12,25341,60021,2827,4642
-1,4,1,2.25,1,2,0,1,1,1031,,5546,94,205,0.4,915,968,0,0,4,11898,16329,,94,,,8,7473,191,1031,7351
-1,5,0,3.6,,1,,1,,,,56849,,248,0.166667,0,1622,,2,5,140209,47053,,,,,0,28843,60163,506,8457
