#churn_class_label,num_questions,num_answers,num_answers_recvd,a_score,q_score,a_score_stddev,q_score_stddev,relative_rank_pos,answering_speed,mean_rep_co_answerers,mean_rep_answerers,mean_rep_questioner,time_for_first_ans,a_q_ratio,a_post_length,q_post_length,a_comments,q_comments,num_q_answered,mean_max_rep_answerer,mean_accepted_answerer_rep,qrep1,qrep2,qrep3,qrep4,gap1,gap2,gap3,gap4,gap5,gap6,gap7
-1,7,0,1,,0,,1,,,,11173,,100725,0.125,0,502,,0,6,11942,5280,,,,,10402,25934,71985,7009,1651,21690,40227
-1,6,1,1.16667,1,0,0,0,1,4376,,8311,139,34,0.285714,235,358,1,2,6,9015,446,,139,,,8,18,154053,47748,13658,64006,140495
-1,7,0,0.857143,,1,,1,,,,27401,,48,0.125,0,869,,2,5,27756,27047,,,,,41,50391,31500,17923,615743,80226,76661
-1,1,6,2,1,0,1,0,1,17216,,4494,34168,17,3.5,895,1528,1,0,1,4994,4994,,171,570,67899.7,46,103,12,58,1989,257,313
-1,6,1,2.66667,0,2,0,2,1,1052599,,15204,18763,12736,0.285714,267,597,1,1,6,29396,29768,,,,18763,38101,74192,31561,224250,116334,61117,123300
-1,0,7,,1,,1,,1,366,,,5809,,8,542,0,0,,0,,,47,419,1131,9767.25,48,3844,31,271,4185,31945,25429
-1,6,1,1.16667,0,1,0,1,1,943636,,4784,706,5,0.285714,655,1505,0,3,6,5442,3719,,,706,,10,151557,53342,2688,372,2632,11578
-1,0,7,,1,,1,,2,2894,,,2666,,8,532,0,1,,0,,,,268,1066,4531.33,45,227392,13,19,2700,13,1517
-1,7,0,6.14286,,5,,6,,,,25344,,4,0.125,0,200,,3,7,69242,60127,,,,,0,85,46,2186,1505,4170,238
-1,6,1,1.83333,0,1,0,1,1,5188,,8785,193,83,0.285714,204,394,0,0,6,12493,9310,,193,,,5,5184,4,6951,61314,10076,1031
-1,7,0,1.14286,,0,,1,,,,42452,,468,0.125,0,414,,0,7,43482,2997,,,,,4,4128,35993,19182,11041,3163,133
-1,0,7,,1,,1,,1,70795,,,360,,8,333,0,1,,0,,,,113.5,688.667,,12,1328,110,82612,19835,600,1308
-1,4,3,2.5,2,4,2,3,2,17,,31158,1444,2986,0.8,275,841,0,2,4,61075,61075,,420,972,2940,182317,40204,1898,15909,27430,14629,11934
-1,1,6,1,1,2,1,0,1,191,,519,1494,296,3.5,278,790,0,0,1,519,,27.5,,,2227,4,3,8,698,28,754,3
-1,1,6,4,2,5,2,0,2,7,,4308,20432,214,3.5,575,913,0,1,1,13162,3616,18,238.5,1338,100326,1774,277,19,865,13,3,3397
-1,2,5,3,1,1,1,1,2,17555,,30714,2042,30,2,520,754,0,0,2,49105,14651,46,,1218.67,6510,165,107558,2637,298913,7150,2389,206
-1,6,1,4.66667,6,1,0,1,1,4,,25498,1920,7,0.285714,89,658,1,3,6,92325,63113,,,,1920,0,4385,7134,4,9755,3156,1181
-1,1,6,5,10,1,21,0,2,20153,,3671,2058,6,3.5,592,777,1,1,1,11193,1311,28,,1315,3229.33,567,23227,24,105,22,10023,250
-1,7,0,1.57143,,0,,1,,,,28444,,76,0.125,0,858,,3,7,32224,,,,,,51,7016,8944,269,975,169,1453
-1,4,3,0.75,1,1,0,1,1,30,,13284,840,6,0.8,238,1359,0,4,2,13302,13302,26.5,,,2468,13,513,8,1299,1146,36,37840
-1,1,6,1,1,1,2,0,2,364,,550,529,58,3.5,493,3146,1,0,1,550,550,37,259,1290.5,,9,19,34,32,72,25,600
-1,6,1,1.5,0,1,0,1,1,74390,,8564,179,103,0.285714,326,646,0,1,6,19634,3504,,179,,,4,8668,8709,65680,742,2112,27128
-1,1,6,2,1,1,1,0,1,414,,3322,361,12,3.5,773,1739,2,0,1,6394,249,38,249,612.667,,51,1162,129783,8624,111,91,1033
-1,7,0,2.28571,,1,,1,,,,10886,,26,0.125,0,1766,,3,7,23795,11939,,,,,6,15208,822,597,6086,17150,108187
-1,7,0,1.85714,,1,,1,,,,11271,,50,0.125,0,2394,,3,7,17698,1270,,,,,0,10108,8394,301034,3053,18428,1634
-1,7,0,2.14286,,1,,1,,,,21192,,7,0.125,0,758,,1,7,26689,24168,,,,,0,10289,44407,3092,7015,8957,12907
-1,0,7,,1,,1,,2,28045,,,3160,,8,669,0,0,,0,,,41,,748.667,8336.5,38,23,48,886,1291,40,1657
-1,7,0,1.71429,,1,,1,,,,18891,,26,0.125,0,4432,,1,7,23940,31915,,,,,10,290,1606,2036,3772,632,2974
-1,6,1,1.66667,0,1,0,1,1,1190,,9872,60,771,0.285714,418,1086,0,3,6,10990,12703,60,,,,11,133692,50653,6850,9217,9899,1190
-1,7,0,1.14286,,-1,,3,,,,5314,,14,0.125,0,968,,3,6,6772,5451,,,,,3,7233,407,865,333,11696,1231
-1,7,0,0.571429,,0,,1,,,,375,,12,0.125,0,628,,1,3,461,,,,,,7,13235,89,667,1361,1152,1729
-1,7,0,2.57143,,1,,1,,,,32179,,18,0.125,0,600,,2,7,39356,38400,,,,,0,2470,305300,331707,2566,8330,1773
-1,3,4,8.66667,4,3,5,1,4,63,,12907,21094,32,1.25,714,715,0,0,3,49408,8763,,,,21094.2,14937,179,714,8,6285,7,29
-1,7,0,2.28571,,0,,1,,,,12635,,47,0.125,0,595,,1,7,26634,5719,,,,,15,786,13846,2713,16706,1304,39537
-1,2,5,1.5,1,1,1,0,2,13,,13454,965,99237,2,554,397,0,2,2,26237,52048,31,,878,2920,103892,1264,6,31,27,425,19
-1,0,7,,0,,1,,1,36058,,,127,,8,711,0,2,,0,,,34.2,150,565,,61910,1226,56252,4503,7517,132,753
-1,4,3,3.25,1,1,0,1,1,12,,15318,1084,8,0.8,443,1850,1,1,4,35020,8759,,,737.5,1777,18,8796,4331,10270,2614,1166,603
-1,4,3,3.25,0,1,0,2,1,17,,12300,404,5,0.8,303,1326,1,3,4,26149,16440,60,,576,,3,70626,65578,19142,11131,30680,145
-1,0,7,,0,,0,,1,66919,,,1978,,8,702,0,0,,0,,,62,197,1257.33,4908,8,1400,5,3,2202,33069,15
-1,7,0,1.57143,,1,,1,,,,1376,,75,0.125,0,2471,,2,6,2043,1343,,,,,39745,20575,2397,235,4051,454,1318
-1,7,0,2,,0,,1,,,,71722,,110,0.125,0,560,,1,7,77226,374,,,,,13,990,3183,17080,1458,72,1591
-1,6,1,3.66667,0,4,0,6,1,40858,,17679,10853,232,0.285714,661,665,0,0,6,57663,2240,,,,10853,13343,6110,15268,10346,21638,37387,2571
-1,0,7,,0,,1,,1,1230,,,652,,8,622,0,2,,0,,,20.3333,103,1242,3057,188491,30783,831,21,59,11,67
-1,1,6,6,52,3,100,0,13,4418,,10981,2895,4,3.5,896,722,4,0,1,28127,,,,1078,4711,685,730,3031,5727,4187,1839,1257
-1,7,0,1.71429,,0,,1,,,,8690,,291,0.125,0,304,,1,6,23518,859,,,,,0,342161,62161,39347,18792,9297,10877
-1,4,3,1.75,1,1,0,0,1,189277,,14617,63,166,0.8,805,1070,0,1,4,16129,13338,61,68,,,53395,109406,296179,157287,145515,58928,502
-1,7,0,1.85714,,1,,1,,,,21949,,6,0.125,0,889,,3,5,32474,27048,,,,,0,824,1868,3012,112120,35736,73655
-1,1,6,1,2,0,1,0,1,320179,,20796,124,102,3.5,843,1728,1,2,1,20796,20796,26.6667,220.333,,,14,27777,180,2763,1867,35,620
-1,4,3,2,0,1,0,1,1,200,,21362,328,278,0.8,612,2630,0,0,3,37660,5633,,240.5,503,,489,591,2598,3513,10616,60,383
-1,7,0,0.857143,,0,,0,,,,10404,,114755,0.125,0,456,,1,5,10409,10283,,,,,0,70855,54518,716825,17411,22378,46124
-1,1,6,1,1,0,0,0,1,1678,,489,912,2995,3.5,742,577,3,4,1,489,489,27.5,,844.333,2883,529948,11,1460,41,381,11,11
-1,5,2,1.4,2,0,1,0,2,6,,5167,1061,24,0.5,334,970,1,1,5,5444,,,81,,2041,2838,277,30,10,979,5826,10
-1,7,0,1.57143,,0,,1,,,,48677,,24,0.125,0,464,,1,7,50607,15598,,,,,61752,33,322,5413,53,2951,1729
-1,2,5,3,4,2,5,2,3,7715,,2306,2800,73,2,723,669,2,0,2,7682,110,63,110,,6858,16214,5039,152525,1083773,30686,185157,7767
-1,4,3,1.25,1,1,1,2,2,4986,,38262,1879,159,0.8,991,856,0,1,4,39313,14827,,,1120,2637,0,40615,894034,358,61515,170132,19189
-1,6,1,2.83333,0,1,0,1,1,165,,27361,73,6,0.285714,842,588,1,1,6,65890,61646,,73,,,0,293,2807,2840,237669,165,68997
-1,2,5,2,1,2,1,1,1,763,,3471,1150,4,2,260,231,1,0,2,7653,7653,21,170,1188,2184.5,77,5431,3,4,30,12,326
-1,0,7,,1,,1,,1,24,,,874,,8,437,0,2,,0,,,8,147,965.333,3058,44,14,118,29,327,236,619
-1,0,7,,1,,1,,1,347,,,1166,,8,215,0,0,,0,,,14.5,293.5,680,3434.5,3350,2890,1212,1518,2092,5288,11658
-1,0,7,,2,,3,,3,196,,,3545,,8,903,0,0,,0,,,,103,638,5858.25,7,15678,33522,1850,6891,1035,806
-1,4,3,7.75,1,5,1,3,1,1966,,12906,1267,8,0.8,166,399,0,2,4,70158,1598,,,650,2500,7,31,2981,22865,10,196,5494
-1,3,4,1.66667,0,1,0,1,1,312,,12653,574,11,1.25,546,1197,1,1,3,21952,661,25,,756.333,,7183,648,624,2321,694,648,21
-1,5,2,1,0,1,0,2,1,29664,,6755,118,4457,0.5,165,1611,1,2,4,7266,7279,43,193,,,193057,4430,1419,10133,11502,2881,50534
-1,0,7,,2,,1,,1,26,,,4267,,8,849,0,2,,0,,,26.6667,312,595,14439.5,1206,38,871,68,26,3566,164
-1,6,1,0.833333,0,0,0,2,1,389712,,22235,1,243,0.285714,267,207,0,1,5,22235,27615,1,,,,24237,20,4172,250625,7399,8578,33305
-1,0,7,,2,,1,,1,27097,,,5521,,8,546,0,1,,0,,,,,812.333,9052.75,73,372,999,228,22,26,20
-1,1,6,2,1,0,2,0,1,534340,,6030,4507,19,3.5,1794,2258,1,0,1,11836,11836,28,223,547,10869.5,730650,41566,10708,8,1487,1473,14186
-1,7,0,1.42857,,2,,1,,,,14174,,5936,0.125,0,297,,1,7,15801,14211,,,,,6,113549,710,6279,41798,74707,24550
-1,7,0,1.71429,,0,,1,,,,6387,,180,0.125,0,402,,1,7,10677,12484,,,,,303,126050,113318,33628,302249,544280,47875
-1,6,1,1.83333,0,1,0,1,1,153,,43715,111,8,0.285714,822,769,0,1,5,69694,65281,,111,,,12,7463,33057,98872,153,369031,248735
-1,1,6,1,4,0,3,0,2,13181,,791,824,23,3.5,363,1507,1,0,1,791,791,6,,795.5,1757,0,69241,39,182,5647,4366,81985
-1,3,4,0.666667,1,1,1,1,1,67,,34574,662,904,1.25,560,999,1,1,2,34574,34574,19.5,,858,1751,0,1596,13,104,9,7,10
-1,5,2,2.4,0,1,1,1,1,254,,32865,812,174,0.5,513,1677,0,3,4,64269,8943,33,,1591,,0,83,27,7608,57046,648903,501
-1,4,3,2.5,3,4,2,3,3,174982,,8095,238,74344,0.8,1430,1159,2,1,4,14503,207,,238,,,306473,16263,1287,18556,23733,293233,197003
-1,0,7,,2,,2,,2,185387,,,5833,,8,565,0,1,,0,,,,,556,7944.4,0,196063,25964,83781,144990,147081,87661
-1,1,6,1,1,3,1,0,1,33640,,5890,204,23,3.5,372,500,0,0,1,5890,,21,180.75,477,,0,18,202864,6,16,10,3
-1,7,0,3,,1,,2,,,,4651,,18221,0.125,0,772,,2,7,10850,633,,,,,7,14521,342,139042,122803,7964,25145
-1,0,7,,1,,2,,1,42315,,,616,,8,690,0,1,,0,,,9.5,150,717.667,1990,0,602541,16188,41383,30,3,21
-1,4,3,1.5,1,9,0,14,2,957,,1777,150,10512,0.8,822,1212,1,2,4,2082,1951,,150.333,,,38,103600,3480,2468,1146,78,126
-1,0,7,,0,,1,,1,2869,,,703,,8,476,0,1,,0,,,2,395,818.667,2065,25,8,3,7,79,3,3
-1,2,5,1,0,1,1,0,1,250,,2982,228,54,2,445,693,1,0,2,2982,2982,,116.333,563,,8,10015,1419,6123,4301,86,5551
-1,0,7,,2,,1,,1,163767,,,3236,,8,472,0,0,,0,,,25,136.5,1088,19092,15,60,1870,2498,1351,26,1649
-1,7,0,2.14286,,0,,0,,,,8277,,33,0.125,0,602,,1,7,11320,16558,,,,,208002,1759,5935,5495,7067,1445,11695
-1,4,3,2.75,0,1,0,0,1,766518,,13183,1147,113,0.8,267,828,0,2,4,20493,20493,6,,929,2506,5,82284,168511,6819,87711,90659,37710
-1,1,6,2,0,0,0,0,1,151782,,4181,48,5,3.5,599,853,0,1,1,8343,18,18.4,195,,,578558,28,79102,3263,96,1145,10774
-1,7,0,2.85714,,1,,1,,,,25579,,21,0.125,0,1449,,0,7,44673,35766,,,,,38546,41892,14683,13978,84944,38888,3045
-1,5,2,1.4,1,1,0,2,1,10115,,53072,418,88,0.5,855,1075,0,1,5,55234,49847,,115,721,,215,11658,231610,176306,92108,1995,397
-1,0,7,,1,,1,,1,44,,,1918,,8,453,0,1,,0,,,27.2,,,6643.5,395752,33,111,410,1456,2188,235
-1,0,7,,1,,0,,2,45,,,265,,8,693,0,1,,0,,,31.5,293.25,621,,15652,10016,774,11,19,645,7176
-1,6,1,1.33333,0,1,0,1,1,3678,,11440,520,3625,0.285714,169,1119,0,1,6,14436,14436,,,520,,0,4971,19954,47535,9660,13570,3678
-1,0,7,,1,,1,,1,59399,,,2609,,8,650,0,1,,0,,,31,371,1253,6813.5,3322,8,3,14,6,530,7
-1,1,6,1,1,1,1,0,1,24,,8947,700,37,3.5,372,1545,1,1,1,8947,8947,1,333,877,1779,135,7226,2420,1588,5558,10083,1423
-1,1,6,1,2,0,2,0,2,43906,,206046,913,47,3.5,644,192,5,0,1,206046,206046,38,378.5,689,1996.5,0,7,110726,3445,1170,99,19
-1,4,3,2,4,1,1,1,3,97462,,8935,15026,127,0.8,551,1249,0,2,4,16205,19367,,119,,44839,1,247368,13132,118123,41848,1185,30180
-1,5,2,3.6,1,0,1,2,1,30,,17773,27,5,0.5,523,1423,0,2,5,60455,18847,26.5,,,,4,256,258998,11248,10007,20114,33
-1,7,0,1.14286,,0,,0,,,,83989,,8271,0.125,0,2696,,2,5,134632,155072,,,,,0,4793,11304,18606,2714,4358,115
-1,4,3,1.25,0,1,0,1,1,433,,8156,25,209,0.8,304,333,0,1,4,9046,4616,24.6667,,,,3,1197,3,1367,637,77,771
-1,3,4,3.33333,9,28,13,22,3,855,,18404,3118,20,1.25,469,753,1,0,3,39218,30724,,102,,4123.33,7950,2226,11585,76,106294,113015,2
-1,4,3,5.25,1,2,0,1,1,12,,40613,167,3,0.8,179,1127,0,4,4,85773,45263,52,225,,,30,1359,191,402,35,13838,734
-1,7,0,1.71429,,0,,1,,,,29999,,14636,0.125,0,591,,1,6,84168,232684,,,,,1711,44483,13020,5752,8525,27289,1683
-1,2,5,2,2,3,1,2,2,214,,4049,845,41876,2,781,2463,1,1,2,6223,3527,3.5,300,559,3361,80960,432324,11429,15379,16,105,114321
-1,2,5,4,0,1,0,0,1,17,,3209,119,6,2,797,1362,1,4,2,13989,2131,12.75,,546,,16,73,15,157,638,16,140
-1,0,7,,0,,0,,1,713,,,153,,8,295,0,1,,0,,,15.8,427,567,,0,21,7,18,15,12,48
-1,1,6,2,1,3,1,0,1,50023,,12261,4830,7,3.5,510,425,0,0,1,21879,21879,,383.5,528,9227.33,0,7083,225,83,1169,105,1241
-1,7,0,1.57143,,0,,1,,,,17094,,452,0.125,0,857,,0,7,19174,6869,,,,,4,5769,3034,179643,1370,92831,141924
-1,3,4,1,1,0,0,0,1,9923,,22647,228,105,1.25,526,298,0,1,3,22647,29100,7,,892,,12,93371,805,78,33,689,150163
-1,3,4,3.33333,0,4,0,4,1,6725,,21304,3972,11,1.25,1402,3316,3,3,3,60047,13306,,,,3972,0,21784,14223,87,50,265,1224
-1,7,0,1.85714,,0,,1,,,,31590,,17,0.125,0,387,,1,7,36725,1500,,,,,10,1384,46452,2911,14544,35879,198748
-1,5,2,2.8,2,2,0,1,2,65,,17242,878,41,0.5,613,873,1,1,5,26596,15134,,437,1319,,56,56257,8650,118,3705,26557,21175
-1,0,7,,1,,2,,1,45471,,,3800,,8,818,0,1,,0,,,27,148.5,457.5,25335,0,1190,8184,1641,1852,9,26
-1,7,0,3.14286,,0,,0,,,,8665,,13,0.125,0,500,,2,7,30829,29446,,,,,513,18360,1169,186536,86369,5382,8214
-1,0,7,,1,,2,,2,3983,,,3336,,8,544,0,1,,0,,,8,,1300.5,5802.67,44,10,314,9,27,26,948
-1,7,0,2.42857,,2,,2,,,,14724,,36,0.125,0,211,,1,7,32900,30820,,,,,8768,4216,15412,1667,340,4533,5982
-1,4,3,2.75,1,1,1,0,2,73,,3985,2954,27,0.8,354,1447,0,1,4,8072,3541,,,1231,6401,18,1336,139,5749,66,5,63
-1,1,6,5,1,5,1,0,2,710,,7359,4335,22,3.5,1158,2964,1,0,1,35085,35085,,83,1007,11451.5,81,6,952,99,45,137,15
-1,6,1,1.5,0,0,0,0,1,18,,12988,692,113,0.285714,124,507,4,1,6,17306,9989,,,692,,84937,768,984,8568,61735,16439,43100
-1,4,3,2.5,5,1,5,0,2,807130,,56603,5067,79,0.8,609,455,2,0,4,114928,109115,10,,,7596,0,19070,933063,19837,10094,10340,47217
-1,0,7,,2,,1,,2,90,,,1658,,8,765,0,1,,0,,,,221.333,816,4656,1220,212,129,4033,19,670860,776
-1,6,1,2.83333,0,0,0,1,1,979,,6254,52,243,0.285714,927,1698,0,1,6,15218,9110,52,,,,12,741,4342,8949,979,4836,19935
-1,2,5,2.5,0,0,1,0,1,24,,62998,1786,474,2,612,1545,2,1,2,232763,232763,22.3333,,,4431.5,26,19877,401871,15,110880,18,87
-1,7,0,2.42857,,1,,1,,,,14635,,59852,0.125,0,915,,2,7,32377,19039,,,,,0,118035,40479,22974,5289,6074,15299
-1,3,4,1.66667,0,2,0,3,1,334954,,6129,349,31,1.25,523,886,0,1,3,12027,26,1,233.5,927,,24,868221,9,74655,1353,4559,2767
-1,0,7,,1,,1,,2,4785,,,3735,,8,523,0,1,,0,,,,,1161.33,5665.5,189,4,19,137,6,2,133
-1,7,0,1.71429,,1,,1,,,,67971,,11767,0.125,0,3775,,1,7,76778,123686,,,,,38,275534,11754,37745,20919,7869,23015
-1,4,3,1.25,0,1,0,0,1,11480,,4676,303,8617,0.8,268,1319,1,2,4,7597,9472,15,279,616,,9,33335,1081,55995,8,295732,509615
-1,0,7,,1,,2,,2,109506,,,4150,,8,739,0,2,,0,,,30,143.5,,7182.75,40,476,261,578,16,825,5796
-1,7,0,1.57143,,2,,2,,,,38169,,347,0.125,0,781,,1,6,44453,61897,,,,,14,179719,1661,10221,60300,10136,23017
-1,1,6,2,1,1,1,0,1,13,,898,692,8,3.5,319,3787,0,2,1,1780,,,238.75,569,2626,1334,3,139,41,5682,25337,156259
-1,1,6,1,2,2,2,0,2,11,,95161,2790,229,3.5,435,932,2,0,1,95161,,49,,1063,5193.33,1902,148,1460,90,17300,11628,1919
-1,5,2,1.4,0,1,0,1,1,4769,,10293,109,557,0.5,95,616,0,1,4,18110,8242,,109,,,1,52440,20089,34696,15,895,73
-1,1,6,6,2,20,1,0,2,79589,,41192,4614,4,3.5,1119,906,0,1,1,162750,7648,21,,,6145,24467,98408,4664,2707,7,19414,87
-1,4,3,1,4,1,2,1,2,15335,,21368,4527,94774,0.8,350,1016,0,1,4,21368,28255,,,872,6354.5,1069,2,442425,141363,122414,133648,207411
-1,2,5,2.5,3,2,3,0,2,11,,2212,3747,4,2,475,672,3,1,2,3043,1855,36,,,6220.33,0,155,5,2589,20,1678,8431
-1,6,1,3.16667,3,6,0,11,2,90593,,45612,172,116039,0.285714,1131,1123,0,0,6,47396,81650,,172,,,183765,131748,60671,28469,88128,147211,32937
-1,3,4,1.66667,5,2,3,3,1,76784,,4778,1440,87,1.25,997,1054,1,2,3,9260,13692,,271.5,1489,3728,354016,280650,79,1450,43386,14374,294
-1,1,6,1,5,0,9,0,2,31837,,495,2386,1711,3.5,280,1638,1,0,1,495,495,,240,1586,3367.67,678,39,22,219,1118,99,205
-1,6,1,3,0,1,0,2,1,10121,,36401,113,60,0.285714,293,1272,0,1,6,41486,12804,,113,,,49,35233,10121,21,2763,345795,195538
-1,0,7,,0,,1,,1,1543,,,1982,,8,147,0,2,,0,,,9.5,206.5,708.5,12022,17,11475,5927,11590,8,7,7
-1,4,3,1.75,0,2,1,2,1,856,,49953,1211,49649,0.8,610,1539,1,1,4,92300,138639,46,148,,3439,6,17372,2485,220726,20206,91,13
-1,7,0,1.57143,,0,,0,,,,22375,,582,0.125,0,1000,,1,7,26579,18137,,,,,9,103877,34482,5647,193464,22920,63230
-1,0,7,,1,,1,,2,37,,,31,,8,1079,0,1,,0,,,14.3333,128,,,316567,22696,394,10,1351,32,26
-1,7,0,1.71429,,1,,1,,,,51634,,237,0.125,0,1598,,0,7,65689,40175,,,,,12,151,1220,1403,3059,12851,76841
-1,6,1,1,1,1,0,1,1,13,,72574,1321,476,0.285714,298,783,0,2,5,72883,88429,,,1321,,6,15,2882,1310,21928,38973,805
-1,7,0,1.85714,,1,,2,,,,7627,,9,0.125,0,568,,1,4,16555,30205,,,,,0,55,1324,4335,56,2848,187412
-1,0,7,,1,,1,,1,12,,,20,,8,502,0,1,,0,,,20,,,,0,14,10086,16,13,43,17
-1,6,1,1.66667,1,1,0,1,1,5691,,8714,90,1484,0.285714,682,1020,0,1,6,8926,13113,,90,,,482731,34477,27546,80192,5691,129665,1335
-1,1,6,1,1,2,1,0,1,177179,,4632,5,19,3.5,739,494,0,4,1,4632,4632,5.16667,,,,34,11,1759,4897,26530,1595,14
-1,2,5,4,4,3,4,2,1,5214,,27761,2280,8,2,525,943,1,0,2,83673,83279,,,1085,3077.33,8396,83,80,43,19,1034,28447
-1,0,7,,1,,0,,1,48,,,1729,,8,804,0,1,,0,,,12.6667,378,566,10557,0,3911,10,27,39,50,32
-1,1,6,8,6,8,8,0,3,60706,,31676,4340,4,3.5,630,374,0,0,1,188328,50472,,436,,5120.2,5738,27012,12826,75437,5233,2103,8949
-1,0,7,,0,,1,,1,10864,,,4894,,8,348,0,1,,0,,,35,162.5,498,11133.7,3,164591,420,12,3,4,3
-1,7,0,1.85714,,1,,0,,,,40850,,68468,0.125,0,799,,1,7,47815,34444,,,,,11,112772,11028,141790,48897,181591,71911
-1,3,4,1,1,0,0,0,1,40498,,500,471,1842,1.25,450,1150,1,0,3,500,500,,178.5,763.5,,0,22100,1072,9430,653,256,2475
-1,0,7,,1,,1,,1,380,,,2575,,8,675,0,1,,0,,,40,198,,7565,95,1408,124,5531,50,98,1087
-1,7,0,1.85714,,0,,0,,,,27259,,1077,0.125,0,587,,1,7,48643,46184,,,,,17669,5552,31,4541,1339,8563,2651
-1,0,7,,9,,15,,6,330,,,1742,,8,529,0,0,,0,,,,168.5,1341,3057.33,23,20,8932,1300,2446,1445,1786
-1,0,7,,5,,4,,3,25857,,,2393,,8,290,0,0,,0,,,,340,1054.6,11140,1683,9746,38043,1152,44220,51257,30059
-1,7,0,4,,7,,6,,,,25909,,3,0.125,0,261,,0,7,90212,96010,,,,,6657,4395,3455,5145,205,1119,37
-1,1,6,3,1,0,1,0,1,249967,,20488,2953,2,3.5,448,1176,1,4,1,53094,53094,45.5,,762,8051.5,37574,119451,199622,9208,103165,9208,16000
-1,0,7,,1,,1,,1,91464,,,9664,,8,609,0,0,,0,,,11,,801,16509,1594,23,1229,10,1338,4344,356
-1,3,4,2.33333,2,2,0,1,2,72772,,397,515,785,1.25,1200,866,1,0,3,515,515,,,515,,13226,1,25,17076,104433,2,11003
-1,7,0,1.71429,,0,,1,,,,15065,,16,0.125,0,719,,0,7,20719,14032,,,,,0,85,880,9037,1333,15625,14581
-1,6,1,2.5,0,0,0,1,1,281,,10016,49,27,0.285714,1674,907,2,1,6,16642,6780,49,,,,0,281,1362,27360,25589,36340,80481
-1,7,0,2.28571,,1,,1,,,,6251,,31,0.125,0,553,,1,7,12353,11187,,,,,4,1202,203,5847,1070,4377,20056
-1,0,7,,2,,1,,2,117,,,1634,,8,202,0,0,,0,,,43,350,1094.67,7716,138301,569008,155522,184274,128166,19,29748
-1,0,7,,2,,2,,1,22055,,,2551,,8,639,0,1,,0,,,30.5,146,475.5,14145,8,503,12399,344496,2561,120,30
-1,3,4,2,1,1,1,1,1,7860,,1176,60,958,1.25,1240,548,1,2,3,2046,2917,43.6667,108,,,523820,21,79022,1509,10145,11513,2850
-1,1,6,0,1,2,1,0,1,31272,,,86,,3.5,682,907,3,1,0,,,27.75,201.5,,,10,2871,7420,27,19897,10,23
-1,6,1,2.66667,0,1,0,1,1,84,,38336,217,7,0.285714,194,788,0,2,6,106859,120230,,217,,,0,9338,196,20713,1438,6727,151
-1,0,7,,1,,1,,1,46212,,,5456,,8,482,0,0,,0,,,,,609,8687.67,0,166729,10235,12014,2556,37,1255
-1,6,1,2.83333,0,0,0,1,1,15,,3993,22,53,0.285714,193,736,0,1,5,16242,2481,22,,,,4,57149,3181,7396,2252,1877,3193
-1,4,3,1.5,0,1,0,0,1,9,,23350,462,41,0.8,263,1498,1,1,4,37977,8723,,181.5,1022,,0,16,8766,17257,2376,27,290
-1,5,2,1.6,0,1,0,1,1,3591,,3423,3014,958,0.5,176,258,0,0,5,6827,1856,,,,3014,4,164,7282,54,1042,75,432
-1,0,7,,4,,8,,2,14,,,3493,,8,395,0,1,,0,,,,191,959,10594.5,32,6,11,810,17,70,3
-1,0,7,,1,,1,,1,59734,,,2010,,8,1468,0,1,,0,,,,247,1133.4,8156,15,8,367,4239,99,2550,57
-1,5,2,1.4,1,2,0,2,1,2181,,115304,61,6227,0.5,272,1634,0,2,5,137126,116337,61,,,,12616,233365,120,68926,121249,4242,276493
-1,7,0,1,,0,,0,,,,6307,,41148,0.125,0,1838,,2,5,7930,,,,,,58989,20330,18313,3179,1403,1146,14778
-1,6,1,3.16667,0,1,0,1,1,249,,7014,55,92,0.285714,275,1146,1,1,6,32470,1207,55,,,,14185,34339,249,56081,292103,14342,7394
-1,1,6,1,1,0,0,0,1,245363,,37162,716,1094,3.5,1064,2066,0,0,1,37162,37162,,,716.4,,0,220346,35280,362002,10964,70661,141459
-1,1,6,1,5,5,5,0,2,48913,,4620,2530,10,3.5,467,429,0,0,1,4620,4620,36.3333,,453,7308,92094,11,5,21353,22818,463640,17493
-1,1,6,3,2,2,4,0,2,990,,4468,1483,42,3.5,330,213,1,0,1,9775,,,279,1132,3038,0,19471,18669,10,2879,3158,8714
-1,2,5,1,0,0,0,0,1,155820,,437,2180,15,2,785,3454,0,2,1,568,,22,135.667,,10472,10,59,185556,37767,877,27,76668
-1,3,4,1.66667,0,0,0,0,1,101108,,12164,201,25803,1.25,571,1347,0,2,2,24723,626,25.5,100,653,,0,26840,19185,51694,244962,225962,51597
-1,4,3,2.5,0,0,0,0,1,505,,4851,219,50,0.8,1104,1622,0,1,4,9448,1165,38,,582,,2,5982,766,3428,16,715,613
-1,6,1,2,0,2,0,2,1,19,,4756,2393,392,0.285714,526,581,0,1,6,8887,10662,,,,2393,0,10842,142109,96514,11593,4728,15491
-1,5,2,3.4,2,5,0,6,2,286753,,40911,2155,72,0.5,146,757,1,3,5,107401,16574,,,793,3517,268,18483,2059,51517,14468,7270,42813
-1,0,7,,1,,1,,1,64400,,,518,,8,226,0,1,,0,,,17.5,335.75,,2247,3,53946,14,505,36,62,134
-1,6,1,2.16667,1,7,0,9,1,252398,,3224,138,12984,0.285714,262,552,0,0,6,6736,1967,,138,,,122458,5087,156295,81570,5786,31808,28190
