#churn_class_label,num_questions,num_answers,num_answers_recvd,a_score,q_score,a_score_stddev,q_score_stddev,relative_rank_pos,answering_speed,mean_rep_co_answerers,mean_rep_answerers,mean_rep_questioner,time_for_first_ans,a_q_ratio,a_post_length,q_post_length,a_comments,q_comments,num_q_answered,mean_max_rep_answerer,mean_accepted_answerer_rep,qrep1,qrep2,qrep3,qrep4,gap1,gap2,gap3,gap4
-1,0,4,,2,,2,,1,321397,,,340,,5,723,0,1,,0,,,41.5,96,1181,,349969,5,213143,225799
-1,3,1,1.33333,0,1,0,0,1,4,,750,91,55535,0.5,442,1635,0,0,3,1212,287,,91,,,0,486600,271003,96154
-1,1,3,1,0,0,0,0,1,85955,,8133,27,261,2,597,821,0,0,1,8133,8133,4.5,71,,,930815,63968,20829,57965
-1,2,2,2,1,7,0,6,1,152596,,75094,153,30,1,225,291,0,0,2,150009,149558,1,305,,,7,463032,1955,232795
-1,2,2,2,1,3,1,2,2,62058,,1002,481,25,1,762,731,1,0,1,3364,96,,75,887,,535461,29,45,10
-1,4,0,1.5,,1,,2,,,,5117,,7956,0.2,0,413,,1,4,5958,5596,,,,,45002,9000,24277,46
-1,0,4,,1,,1,,1,232422,,,1210,,5,322,0,0,,0,,,,244,,3142,3,199826,65,25836
-1,0,4,,0,,0,,1,365663,,,882,,5,647,0,1,,0,,,16.5,384,,3111,166601,297,7054,73
-1,0,4,,1,,0,,2,311,,,2946,,5,1337,0,1,,0,,,,,1167,4724,21803,2984,11,1672
-1,0,4,,4,,3,,1,28383,,,627,,5,489,0,2,,0,,,,82,808,,283113,347859,4858,770
-1,2,2,2.5,0,0,0,0,1,1494,,5561,372,1496,1,310,1578,0,6,2,13032,13032,22,,721,,56049,2983,15,148490
-1,4,0,1,,0,,2,,,,16796,,241,0.2,0,4870,,4,4,16796,16796,,,,,11,1489,198,30553
-1,4,0,5.25,,4,,3,,,,29460,,14,0.2,0,375,,1,4,117254,13103,,,,,0,71712,102744,21483
-1,4,0,2,,5,,4,,,,5291,,14,0.2,0,472,,1,4,8357,4042,,,,,43,520,2411,7644
-1,3,1,0.666667,0,0,0,0,1,32960,,171605,19,16794,0.5,273,830,0,2,2,171605,343191,19,,,,27,32960,5937,17228
-1,0,4,,1,,1,,2,1898,,,579,,5,539,0,2,,0,,,,186,,1759,585142,568805,64680,778
-1,2,2,3,1,1,0,0,2,44,,4520,484,38,1,531,709,0,1,2,7776,484,,,484,,4,69,3045,19
-1,4,0,2.25,,1,,0,,,,3483,,33362,0.2,0,599,,2,4,6101,613,,,,,14,5544,56055,33399
-1,2,2,2.5,0,0,0,0,1,2177,,4606,774,2168,1,94,379,0,0,2,16712,309,,309,1239,,55248,4332,10,152229
-1,3,1,2.66667,0,4,0,3,1,1422,,1769,71,306152,0.5,1205,510,1,1,3,3492,,,71,,,7314,565177,210634,1422
-1,1,3,0,0,0,1,0,1,33,,,2061,,2,334,416,1,1,0,,,,,786.5,4611,8,116,28,47
-1,1,3,1,0,1,0,0,1,40725,,1890,552,193,2,1072,1555,1,0,1,1890,,6,,824.5,,715711,318045,16,8
-1,0,4,,0,,0,,1,8,,,647,,5,256,0,0,,0,,,21,,856,,0,32,8,4
-1,4,0,1,,3,,2,,,,2049,,109498,0.2,0,852,,0,4,2049,6248,,,,,0,25661,47979,338284
-1,2,2,2,7,4,7,4,2,191,,214,200,7,1,338,937,2,0,2,330,,,200,,,55,374,764563,8
-1,4,0,3,,2,,1,,,,7502,,30,0.2,0,709,,1,4,16468,2170,,,,,14,4438,50331,141213
-1,4,0,1.75,,1,,0,,,,2892,,300,0.2,0,903,,1,4,5624,1340,,,,,7700,85,1330,1219
-1,0,4,,1,,1,,1,381465,,,1226,,5,207,0,1,,0,,,,295,862.5,2884,7857,135915,61598,559812
-1,0,4,,0,,0,,1,15,,,1051,,5,258,0,1,,0,,,,299.5,894,2709,40204,36407,6967,41
-1,4,0,1.5,,3,,2,,,,7872,,3081,0.2,0,843,,1,4,8297,9929,,,,,19451,53668,88860,157001
-1,4,0,1,,1,,2,,,,6712,,26,0.2,0,2536,,1,4,6712,8808,,,,,0,9804,3149,4347
-1,4,0,2,,-1,,3,,,,8748,,3,0.2,0,1785,,4,3,15727,9385,,,,,10,2500,67,1964
-1,0,4,,1,,2,,2,340,,,298,,5,353,0,0,,0,,,31,,1099,,5,246655,1676,1412
-1,0,4,,3,,2,,3,697077,,,4783,,5,463,0,1,,0,,,,385,,6248.67,0,71914,379,8
-1,4,0,1.25,,1,,0,,,,507,,18283,0.2,0,1504,,3,2,863,,,,,,73,33436,48918,43186
-1,0,4,,2,,1,,2,109286,,,4551,,5,339,0,0,,0,,,,,1251,11150,0,70784,244653,14
-1,2,2,2.5,3,2,2,0,2,519380,,50816,206,5,1,319,678,1,0,2,54736,92926,,205.5,,,4,124431,6656,1419
-1,4,0,1.25,,1,,1,,,,19167,,1607,0.2,0,483,,2,3,26562,,,,,,131219,197086,44764,279365
-1,0,4,,1,,0,,1,267,,,715,,5,949,0,1,,0,,,51,153,,1942,0,12813,3682,18
-1,3,1,3.66667,1,3,0,1,1,647555,,6052,70,51,0.5,144,209,0,1,3,17726,1861,,70,,,0,12146,51773,483106
-1,1,3,5,4,0,4,0,2,10662,,2146,2109,2,2,1985,933,3,0,1,8285,184,,242,,5842,17,220754,71599,396052
-1,2,2,2.5,1,2,1,2,1,450924,,43799,4455,20,1,192,551,0,0,2,56759,35209,8,,,8902,154130,6874,8,155425
-1,3,1,1.33333,0,1,0,1,1,1138106,,24050,1369,16641,0.5,904,1169,0,1,3,24056,36066,,,1369,,0,15630,7294,34015
-1,1,3,2,0,3,0,0,1,302272,,5014,918,6,2,377,194,0,4,1,5493,5493,17,,496,2240,130729,533049,192717,84951
-1,0,4,,1,,2,,1,192,,,1684,,5,581,0,1,,0,,,1,416,1521,4796,0,26328,21819,12751
-1,0,4,,1,,1,,1,12,,,852,,5,626,0,1,,0,,,1,336,993,2078,617993,48,22,57
-1,0,4,,2,,1,,2,13006,,,552,,5,429,0,1,,0,,,,170.5,933,,688377,78494,1338,2947
-1,4,0,2,,0,,0,,,,18836,,172,0.2,0,627,,2,4,30778,22840,,,,,8,193392,3690,855
-1,4,0,1.25,,0,,0,,,,16490,,41,0.2,0,4713,,3,4,26738,35616,,,,,0,20133,5945,73079
-1,4,0,2,,1,,1,,,,22597,,22,0.2,0,1398,,1,4,42970,,,,,,0,85599,3725,26541
-1,0,4,,1,,0,,1,164,,,190,,5,604,0,1,,0,,,12,367.5,,,40583,38,1335,27
-1,0,4,,1,,2,,1,5172,,,7078,,5,247,0,1,,0,,,,,1246,9021.33,30,10,275,4155
-1,4,0,1.5,,0,,0,,,,2468,,17,0.2,0,333,,3,3,5092,,,,,,74,543,751,1354
-1,3,1,1.66667,0,0,0,0,1,106,,14109,739,92,0.5,282,1037,0,4,3,21745,12438,,,739,,1124,48046,106,2353
-1,4,0,1.75,,-1,,2,,,,13408,,13,0.2,0,767,,1,4,25982,2410,,,,,15,8368,463,92
-1,4,0,1.25,,1,,1,,,,3068,,75425,0.2,0,1722,,2,3,4088,7020,,,,,69,1371,39819,397050
-1,3,1,1,1,2,0,3,1,284828,,3931,592,862,0.5,420,473,0,1,2,4288,3573,,,592,,82091,4124,6846,17529
-1,2,2,3,0,1,0,0,1,685833,,39984,2949,133,1,337,1456,0,3,2,132519,1650,,,1301,4596,371343,12994,2992,21
-1,2,2,1.5,1,-1,0,4,1,793,,2115,806,793,1,342,652,1,1,2,3803,426,36,,1576,,11,2135,1583,1705
-1,1,3,2,4,2,2,0,2,204748,,14343,4104,46,2,1155,413,1,2,1,28685,28685,8,,,6152,74219,14350,1593,5595
-1,3,1,3.66667,3,6,0,5,2,198,,4637,143,1158,0.5,618,1006,2,3,3,9624,5966,,143,,,4,198,53,36
-1,0,4,,1,,1,,1,41599,,,28,,5,1472,0,2,,0,,,11.3333,76,,,11,35,72232,1060
-1,2,2,2,1,1,1,0,1,28,,3262,303,34,1,299,556,1,0,2,8072,1339,23,,582,,224272,53,77799,555933
-1,4,0,1.5,,0,,0,,,,1123,,246,0.2,0,794,,1,3,1460,,,,,,5,37061,54749,7304
-1,4,0,1.25,,1,,1,,,,32679,,1146,0.2,0,352,,1,4,32885,42500,,,,,8386,266402,34651,77177
-1,4,0,1,,-1,,2,,,,7105,,5,0.2,0,290,,1,4,7105,9371,,,,,957,6258,7186,3006
-1,0,4,,3,,2,,2,122400,,,2600,,5,693,0,1,,0,,,,,,2599.75,51091,366738,8,4237
-1,2,2,1,6,1,4,0,3,295792,,8363,281,81,1,343,502,0,0,2,8363,8363,16,,545,,274880,74716,101103,811894
-1,3,1,1,0,2,0,0,1,32486,,8207,714,8,0.5,1059,580,0,0,3,8207,8207,,,714,,13693,274,6207,45
-1,2,2,2,1,0,0,0,1,35,,12813,3495,1197,1,62,2700,0,1,2,18272,18272,,,583,6406,14,1621,7264,7186
-1,1,3,1,1,-1,1,0,1,197343,,1335,239,3338,2,254,370,0,3,1,1335,,55,136,527,,67297,1631,10097,28
-1,3,1,2,0,1,0,2,1,625471,,31661,26,213,0.5,1353,1462,1,2,3,38571,38571,26,,,,49,125,1013,103259
-1,3,1,1.66667,0,1,0,1,1,46,,32614,102,118,0.5,619,2473,0,0,3,63690,61914,,102,,,70631,80391,46,45870
-1,3,1,2.33333,0,1,0,0,1,1066,,5250,55,11,0.5,5681,4658,0,3,3,10557,3416,55,,,,14,14523,1066,93
-1,3,1,2.33333,1,1,0,1,1,1365,,5944,44,459,0.5,540,1647,0,1,3,11956,,44,,,,0,79356,1365,27410
-1,4,0,1.25,,1,,1,,,,56814,,42203,0.2,0,1066,,1,4,58694,,,,,,111068,1226,5307,25016
-1,3,1,2,0,0,0,0,1,27375,,34511,44,16,0.5,245,3506,1,1,3,35767,4208,44,,,,3035,1000,23,68
-1,1,3,2,2,3,1,0,2,16163,,253,6,1348,2,1316,1841,0,0,1,505,505,6,,,,0,69,16,44
-1,1,3,2,0,0,0,0,1,17351,,2999,3274,288,2,178,699,0,0,1,4219,4219,,433,494,8896,0,248,7,1354
-1,2,2,1.5,1,-1,0,0,1,409842,,1094,1120,41333,1,4552,1218,1,0,2,1198,621,9,,,2231,9020,39939,7248,269
-1,4,0,2,,1,,0,,,,15649,,11915,0.2,0,389,,3,4,24518,45215,,,,,0,12505,5952,24139
-1,0,4,,2,,1,,1,2989,,,170,,5,389,0,2,,0,,,8,223.333,,,41,970,385,13357
-1,4,0,1.75,,0,,0,,,,40758,,4,0.2,0,1121,,3,4,67851,9420,,,,,18,6965,1924,26776
-1,3,1,2,11,6,0,5,5,196444,,25356,320,810,0.5,813,842,2,1,3,33286,32916,,320,,,0,41143,84321,81873
-1,0,4,,0,,0,,1,2615,,,605,,5,2012,0,1,,0,,,12.6667,,,2381,189,6,23,77
-1,1,3,2,1,8,1,0,1,13051,,1952,10960,65,2,501,319,0,0,1,2300,,,,,10960,0,11720,27,16
-1,1,3,1,10,1,11,0,2,6517,,2489,466,21102,2,232,521,1,0,1,2489,2489,16,96,1287,,0,9348,448,2922
-1,1,3,2,1,0,1,0,1,196558,,6623,68,4,2,1211,19970,0,3,1,13210,35,35,84.5,,,181383,113,4138,5743
-1,4,0,2,,0,,1,,,,9658,,15,0.2,0,581,,2,4,23369,23369,,,,,1659,69013,24402,36166
-1,4,0,1.5,,1,,1,,,,2942,,25,0.2,0,632,,3,2,7398,1539,,,,,7,62681,154030,12703
-1,3,1,1.66667,0,2,0,1,1,454820,,7858,228,423,0.5,67,1357,1,0,3,11627,5852,,228,,,2,118339,52474,609134
-1,3,1,1.33333,1,0,0,0,3,2701,,1555,43,625,0.5,2237,785,0,0,2,2094,43,43,,,,5,746331,2701,12781
-1,3,1,1.66667,2,1,0,1,1,254690,,14820,86,5,0.5,207,1151,0,1,3,27260,27260,,86,,,0,117083,55710,27607
-1,1,3,3,1,1,0,0,1,1089661,,108692,3553,7,2,317,981,0,0,1,325797,202,,,,3553,0,10150,20195,27227
-1,2,2,1,0,0,1,0,1,6509,,280,449,2144,1,566,3344,1,2,1,433,126,,126,772,,360077,2556,10444,72223
-1,3,1,0.333333,0,0,0,0,1,69201,,11,1,351,0.5,404,10859,0,0,1,11,,1,,,,64,352,1358,4405
-1,0,4,,3,,1,,3,19,,,57713,,5,553,0,2,,0,,,,,,57712.5,1701,1227,14469,11382
-1,0,4,,1,,2,,1,11,,,333,,5,1528,0,8,,0,,,,186,775,,10770,100,23,47
-1,0,4,,1,,0,,1,5708,,,14118,,5,415,0,1,,0,,,,394,,18693,8,10,23,825
-1,1,3,2,1,2,0,0,1,28384,,2319,589,160,2,515,310,1,0,1,4577,60,30.5,,,1707,635185,5089,346321,5
-1,3,1,1.66667,0,2,0,2,1,10,,30576,131,224589,0.5,251,467,0,0,3,90705,,,131,,,716,8903,10,12892
-1,4,0,2,,0,,0,,,,14281,,19,0.2,0,1593,,2,4,21232,8178,,,,,8,5303,384,2040
-1,3,1,0.666667,0,0,0,0,1,21578,,26037,26,10879,0.5,303,766,0,0,2,26037,26037,26,,,,51786,990,21578,83310
-1,4,0,2.5,,2,,2,,,,13389,,8025,0.2,0,1339,,0,4,26860,3215,,,,,155705,6957,447,6361
-1,4,0,1.25,,1,,1,,,,969,,2545,0.2,0,943,,2,3,1984,,,,,,4367,23254,31658,295321
-1,1,3,2,0,0,0,0,1,14475,,1876,3147,50,2,643,551,0,4,1,2471,2471,,,1262,4089,381532,43050,10125,11
-1,2,2,1,6,1,6,0,2,60398,,32603,1269,674,1,753,1233,0,0,2,32603,32603,,,1268.5,,21,5,3,71794
-1,1,3,3,1,7,1,0,1,68,,3070,26,8,2,545,557,1,9,1,7799,7799,26,,,,430,1434,1038,51
-1,4,0,1.25,,0,,0,,,,2411,,202,0.2,0,324,,3,3,3894,8496,,,,,15676,1564,8732,51
-1,0,4,,1,,1,,2,707810,,,14998,,5,1022,0,1,,0,,,,182,,19937,496314,22,9,34
-1,4,0,2,,1,,1,,,,4549,,27,0.2,0,1002,,3,3,11282,13381,,,,,819,53755,68777,40201
-1,0,4,,0,,0,,1,343,,,6706,,5,160,0,0,,0,,,,,1032,8596.67,159580,19,3,3
-1,0,4,,3,,3,,2,734194,,,1093,,5,343,0,0,,0,,,,,739,2155,606816,36,4089,8651
-1,4,0,0.5,,1,,2,,,,103417,,542,0.2,0,1929,,1,2,103417,206046,,,,,7,9783,9103,18186
-1,0,4,,0,,0,,1,34,,,158,,5,541,0,1,,0,,,25.5,291,,,1258,6256,355316,1336
-1,4,0,2.5,,0,,3,,,,3940,,11,0.2,0,1299,,1,4,5736,3995,,,,,10216,4111,10166,474
-1,0,4,,1,,1,,2,491,,,3159,,5,203,0,0,,0,,,39,,643,11310,1041533,974,11287,10824
-1,0,4,,2,,3,,2,735070,,,4308,,5,458,0,0,,0,,,34,,801,12090,9,100884,320948,3
-1,4,0,1,,2,,1,,,,52126,,729,0.2,0,1438,,1,4,52126,52126,,,,,10,773974,186804,16880
-1,2,2,2.5,0,1,0,0,1,22,,1095,1668,9,1,386,623,1,1,2,1109,1052,,,,1668,0,2775,13,16
-1,0,4,,1,,1,,2,72,,,25,,5,324,0,0,,0,,,25,,,,100880,264029,15,4321
-1,2,2,2,1,3,0,3,1,2460,,23819,72,2,1,503,790,0,0,2,53188,17857,,72,,,4,31295,4878,973243
-1,0,4,,9,,8,,6,149,,,2229,,5,1067,0,1,,0,,,,103,492,4159.5,1610,54,34,1190
-1,0,4,,2,,1,,2,11,,,15751,,5,577,0,0,,0,,,,360,,20880.7,7,2,277,119
-1,4,0,2.25,,1,,1,,,,13142,,48,0.2,0,724,,2,4,15914,22216,,,,,30164,90939,231897,44889
-1,4,0,2.5,,1,,1,,,,31981,,9,0.2,0,2125,,2,4,36979,28305,,,,,89,5828,1364,49183
-1,0,4,,1,,0,,1,153760,,,700,,5,556,0,0,,0,,,,314.333,,1856,325420,289259,4,11
-1,4,0,1,,1,,2,,,,16575,,3212,0.2,0,563,,3,3,25907,16127,,,,,2779,11681,831,104
-1,3,1,2.66667,4,12,0,9,2,430,,12578,277,20,0.5,495,622,1,3,3,16581,11194,,277,,,239,2783,8979,2702
-1,0,4,,2,,1,,2,291005,,,3120,,5,613,0,1,,0,,,,259.5,819,11140,0,33,4,247
-1,2,2,2,0,4,0,2,1,3,,11434,5744,116,1,139,535,0,1,2,14495,9317,,,,5744,0,46,25,59
-1,2,2,1,2,1,0,0,2,93,,11044,16890,9,1,331,974,0,0,2,11044,11044,11,,,33768,2,55852,20,3105
-1,1,3,1,2,0,0,0,2,632,,7731,182,1497,2,1212,562,1,0,1,7731,7731,32,257,,,11,6740,9089,74066
-1,4,0,1.25,,1,,1,,,,2729,,66946,0.2,0,1174,,3,4,2875,3433,,,,,34961,28370,21920,182130
-1,0,4,,0,,0,,1,627217,,,401,,5,832,0,1,,0,,,39,,762.5,,423633,7430,104456,39863
-1,0,4,,6,,4,,3,283,,,19389,,5,859,0,0,,0,,,,,1511,28327.5,509,6,16,2268
-1,2,2,1,1,-1,0,1,2,42760,,31482,105,8,1,285,366,0,6,2,31482,49410,36,173,,,0,3822,70,4
-1,3,1,2.33333,0,0,0,0,1,119770,,9560,775,64190,0.5,1594,3556,0,0,3,11157,608,,,775,,202392,17166,34785,66454
-1,4,0,1.75,,1,,1,,,,585,,451,0.2,0,598,,1,4,703,789,,,,,123306,280722,10447,22
-1,3,1,1,0,1,0,1,1,292,,41251,10468,272,0.5,635,1895,0,1,3,41251,41251,,,,10468,523995,43504,117028,56107
-1,0,4,,6,,7,,3,42,,,2049,,5,268,0,2,,0,,,,207,1475,6307,910,37584,2614,16
-1,2,2,1,2,4,1,0,1,495,,1191,177,609,1,390,1333,2,0,2,1191,1191,38,315,,,1142925,985,2911,1463
-1,4,0,0.75,,-1,,3,,,,4428,,14351,0.2,0,481,,2,3,4428,,,,,,3,72294,5395,83598
-1,2,2,1,0,1,0,0,1,12,,173481,220,5,1,535,539,1,0,2,173481,173481,34,406,,,10,1451,29,26
-1,4,0,1.75,,2,,2,,,,2311,,866,0.2,0,467,,1,3,4577,2042,,,,,340314,14821,6412,8624
-1,3,1,3,0,3,0,2,1,40,,16205,91,64,0.5,300,967,0,0,3,40735,40735,,91,,,0,11553,40,11452
-1,1,3,1,1,1,1,0,2,27,,24838,237,13,2,126,690,4,2,1,24838,24838,,126.5,457,,2,1057551,8,6629
-1,1,3,2,0,0,0,0,1,44,,14617,437,5,2,313,160,0,0,1,18653,10580,3,,1304,,3,3028,24,93578
-1,2,2,1,1,1,0,1,2,3,,1170,246,37,1,141,833,1,2,1,1395,,,245.5,,,351784,135269,146,98856
-1,3,1,1,3,0,0,0,3,7,,34595,765,60,0.5,657,442,0,2,2,48834,48834,,,765,,22,106848,9931,334308
-1,0,4,,2,,2,,2,171403,,,11301,,5,652,0,0,,0,,,31.5,303,,44839,2,33206,300964,56755
-1,2,2,1,0,1,0,0,1,1729,,8,8,1729,1,874,492,0,0,2,8,8,8,,,,0,1522,3032,1935
-1,3,1,4,0,1,0,2,1,274397,,6110,705,196,0.5,158,812,0,0,3,24106,26250,,,705,,9947,41836,97710,81930
-1,0,4,,3,,3,,2,295116,,,2097,,5,396,0,1,,0,,,26,228,,7906,0,811,4357,5
-1,1,3,3,5,1,4,0,6,10,,3240,1153,1515,2,218,971,1,3,1,4971,,,96,1594,1769,8,327,17,635
-1,2,2,2,0,1,0,0,1,9,,42932,277,5,1,230,397,1,0,2,103766,17111,28,,526,,0,1672,2510,258
-1,4,0,1.5,,0,,1,,,,10546,,14,0.2,0,1096,,4,4,20045,973,,,,,51,2987,73378,2289
-1,4,0,0.5,,0,,0,,,,9,,13148,0.2,0,1244,,3,2,9,,,,,,24,8586,11785,9898
-1,1,3,4,1,0,1,0,1,153999,,130489,2802,2,2,91,1430,0,0,1,465166,465166,,,461,3973,11709,69175,2810,7
-1,3,1,1.66667,1,1,0,2,1,99,,9398,79,37,0.5,503,277,0,3,3,18600,196,,79,,,83647,99,15838,985
-1,4,0,4.25,,6,,4,,,,2315,,316,0.2,0,514,,0,4,3660,1641,,,,,5707,3444,5432,109494
-1,4,0,1.25,,2,,1,,,,9489,,23997,0.2,0,913,,2,3,12952,,,,,,6,271023,7507,7633
-1,0,4,,1,,0,,1,548215,,,10598,,5,1436,0,0,,0,,,8,352,779,41254,216299,319391,25,578
-1,0,4,,1,,0,,1,610308,,,1563,,5,1380,0,0,,0,,,,328,549,2688,471198,90,280229,36
-1,4,0,1.25,,0,,0,,,,3175,,309,0.2,0,833,,3,4,3663,4720,,,,,6,567,7861,64784
-1,4,0,0.25,,0,,0,,,,1,,232598,0.2,0,10128,,5,1,1,,,,,,13,7158,47,88
-1,2,2,1.5,1,-1,0,1,1,292,,4722,430,8,1,469,904,1,1,2,5535,5535,,131,728,,19,16420,164,14
-1,3,1,1.33333,0,0,0,0,1,13,,3953,55,556,0.5,173,969,1,3,3,6706,6706,55,,,,5779,2618,1594,6061
-1,0,4,,1,,1,,1,141,,,267,,5,703,0,1,,0,,,19,102.5,844,,2285,320,1060,633
-1,0,4,,21,,24,,6,25,,,19555,,5,1005,0,1,,0,,,,,,19555.3,9,19,139,414
-1,3,1,3.66667,2,1,0,1,1,8,,13550,35,7,0.5,989,2548,3,3,3,36502,36502,35,,,,1,90595,110,22
-1,3,1,1.33333,1,0,0,0,2,5740,,7469,11,178,0.5,462,1033,2,2,2,14927,11,11,,,,25,3036,236,2467
-1,0,4,,0,,0,,1,187,,,1733,,5,693,0,2,,0,,,,95.5,,3370,562710,178463,286532,49
-1,4,0,3.5,,1,,1,,,,24948,,12803,0.2,0,623,,1,4,89860,16904,,,,,0,5571,9959,11737
-1,0,4,,3,,2,,2,1756,,,9382,,5,557,0,1,,0,,,,369,1137,18011.5,1371,286,46,6510
-1,0,4,,2,,2,,2,758,,,184,,5,465,0,3,,0,,,6,242.667,,,97452,9,62,132
-1,0,4,,1,,0,,1,350,,,430,,5,820,0,1,,0,,,,119,740,,264863,46,22,72
-1,4,0,3.75,,8,,5,,,,13465,,13,0.2,0,883,,1,4,19772,11945,,,,,13,110749,90678,300808
-1,4,0,2.75,,1,,1,,,,9133,,7,0.2,0,644,,2,4,15918,9837,,,,,9,48795,195265,45321
-1,4,0,1.25,,1,,1,,,,16399,,2364,0.2,0,754,,1,4,21324,28416,,,,,8,168,419,73
-1,4,0,0.75,,0,,0,,,,17917,,172,0.2,0,682,,1,3,17917,17917,,,,,0,36973,426,7099
-1,2,2,1,2,0,2,0,1,549743,,4420,4062,42034,1,412,1340,0,0,2,4420,,,153,,7970,161558,7256,2453,90577
-1,3,1,1.33333,0,0,0,0,1,122,,6900,1191,405230,0.5,95,1621,0,0,3,7884,5916,,,1191,,30,122,9807,2941
-1,0,4,,3,,3,,3,933,,,2722,,5,1290,0,1,,0,,,45,,674,5084.5,78917,52,18,22991
-1,2,2,1.5,2,2,0,0,2,8560,,37569,361,8560,1,388,505,0,0,2,66516,66516,,128,593,,4,10149,2730,17114
-1,3,1,3.33333,0,2,0,2,1,15,,10514,685,43,0.5,811,823,4,2,3,12399,13829,,,685,,0,15,3309,128957
-1,1,3,4,1,5,1,0,1,99,,13802,3921,2,2,996,283,1,0,1,37780,37780,6,408,,11349,277710,1410,1340,12
-1,4,0,1,,1,,0,,,,26659,,1968,0.2,0,923,,1,4,26659,35459,,,,,2,524,49680,31906
-1,3,1,2.66667,0,4,0,5,1,509,,11272,434,542,0.5,231,2566,0,5,3,16832,13050,,434,,,2185,509,981,14024
-1,1,3,1,0,0,0,0,1,649683,,126,2942,1027,2,864,9770,2,2,1,126,,1,126,,8699,9,9279,1027,112339
-1,0,4,,2,,2,,1,174433,,,1327,,5,273,0,1,,0,,,,131,553,3297,12613,1898,1270,1124
-1,4,0,2.25,,2,,1,,,,12753,,61,0.2,0,958,,0,4,23938,14024,,,,,0,113643,31876,35207
-1,2,2,0.5,0,0,0,0,1,84,,2372,1,21,1,186,1039,1,1,1,2372,,1,,,,2896,723,318,1317
-1,4,0,1.25,,1,,1,,,,5625,,1558,0.2,0,470,,0,4,6026,6958,,,,,1195,13325,70591,58779
-1,0,4,,1,,1,,1,499,,,1141,,5,185,0,1,,0,,,6,432,1037,3089,5141,5868,32,2819
-1,3,1,2.66667,0,1,0,1,1,697,,1393,474,472,0.5,86,964,0,0,3,2809,,,,474,,25,1738,24610,697
-1,2,2,2,1,0,0,0,2,4,,5615,89,17,1,301,1376,1,2,2,11006,10697,1,177,,,1279,2759,4704,30241
-1,2,2,2.5,0,1,0,1,1,663,,29431,670,10,1,255,981,1,1,2,54396,46053,52,,1287,,65498,548,10590,9596
-1,4,0,1.5,,1,,1,,,,11562,,10,0.2,0,977,,3,4,17732,2271,,,,,17,1451,11319,96828
-1,3,1,1.66667,0,2,0,0,1,8,,19070,146,92471,0.5,324,669,2,3,3,19086,52706,,146,,,64005,15,4157,200155
-1,4,0,1.25,,1,,1,,,,23533,,512,0.2,0,1829,,1,4,33703,33703,,,,,0,1437,2834,141
-1,4,0,2.25,,2,,1,,,,18166,,20,0.2,0,1520,,2,4,28772,12010,,,,,129224,80579,359,1538
-1,4,0,1,,0,,1,,,,2747,,306,0.2,0,3218,,4,4,2747,3332,,,,,4,36888,3381,50
-1,4,0,0.5,,0,,0,,,,5232,,4,0.2,0,1656,,1,1,9606,,,,,,8,13074,54819,9986
-1,3,1,1.33333,0,2,0,1,1,455758,,446,2194,36003,0.5,2296,247,0,0,3,507,373,,,,2194,1816,34104,31614,24513
-1,1,3,3,10,7,7,0,5,8725,,11811,3322,17,2,2143,446,4,1,1,17289,,,,1309,4329,22126,29,9537,2981
-1,3,1,2,0,0,0,2,1,704,,16547,87,283,0.5,246,3984,0,2,3,24488,23930,,87,,,0,291558,704,8621
-1,2,2,0.5,0,3,0,2,1,2125,,1808,28,134617,1,247,663,1,1,1,1808,1808,27.5,,,,45,165650,20191,14069
-1,4,0,2.75,,0,,0,,,,28558,,6,0.2,0,552,,1,4,53665,,,,,,7,7681,7002,323578
-1,4,0,5,,14,,17,,,,38043,,4,0.2,0,776,,2,4,110077,21325,,,,,0,54491,11344,109
-1,4,0,1.25,,1,,1,,,,9677,,124,0.2,0,368,,0,4,15628,,,,,,1061,22030,8416,7118
-1,1,3,1,0,1,0,0,1,281565,,4386,40,116,2,318,624,0,0,1,4386,4386,18.5,82,,,427873,31004,422,1864
-1,4,0,3.5,,6,,4,,,,43003,,272,0.2,0,794,,2,4,92282,51844,,,,,0,641,747,3941
-1,4,0,1.75,,0,,0,,,,24711,,3,0.2,0,577,,2,4,35730,16679,,,,,8,2183,1937,34469
-1,1,3,1,0,0,0,0,1,857120,,20751,17264,46,2,964,1287,0,0,1,20751,20751,31,175,,51585,268726,82,1358,3131
-1,0,4,,1,,2,,1,11,,,7286,,5,359,0,1,,0,,,,,784,20290,14,14,32850,5
-1,4,0,1.5,,1,,0,,,,7478,,25,0.2,0,1615,,1,4,8230,8383,,,,,10,10326,151710,2774
-1,3,1,1.33333,-1,0,0,0,1,10,,7804,73,15,0.5,274,747,3,1,3,11259,4349,,73,,,3656,1378,6566,31696
-1,3,1,1.66667,0,1,0,1,1,37655,,11742,1176,9849,0.5,71,642,1,0,3,17818,5858,,,1176,,2,197780,296037,33830
-1,2,2,2,2,5,0,2,2,349537,,9707,1320,463,1,144,1112,0,2,2,19110,304,,,1319.5,,97926,8834,2511,40593
-1,0,4,,2,,1,,1,18896,,,1576,,5,750,0,1,,0,,,,431,908,4055,8,9099,11,29
-1,1,3,4,1,4,1,0,1,1878,,11981,912,17,2,442,393,1,0,1,36941,6016,48,108,,2580,1533,9,8679,3838
-1,0,4,,1,,1,,1,2026,,,134,,5,213,0,1,,0,,,33,167.667,,,0,1513,1426,25
